VALUE,COUNT,BPS_NAME,BPS_MODEL,GROUPVEG,EVT_NAME,EVT_PHYS,LABEL
1100,15,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,E
1101,1,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,C
1102,2,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,D
1103,2,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian Oak Barrens,Hardwood,B
1104,1,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,E
1105,1,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,D
1106,10,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,A
1107,2,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Recently Logged-Herb and Grass Cover,Grassland,A
1108,13,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE
1109,2,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,B
1110,5,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer,A
1111,176,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse
1112,7,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,D
1113,2,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Disturbed Other-Tree Cover,Conifer,UN
1114,1,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,B
1115,1,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Disturbed Other-Shrub Cover,Shrubland,UN
1116,4,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,E
1117,3,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D
1118,1,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,E
1119,1,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,D
1120,8,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture
1121,6,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,B
1122,196,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Northern & Central Native Ruderal Forest,Conifer-Hardwood,UE
1123,6,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE
1124,2,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,B
1125,1,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Recently Disturbed Other-Shrub Cover,Shrubland,A
1126,1,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Recently Disturbed Other-Shrub Cover,Shrubland,A
1127,1,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer,UN
1128,2,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Northern & Central Native Ruderal Forest,Conifer-Hardwood,UE
1129,418,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture
1130,24,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood,UN
1131,3,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Northern & Central Native Ruderal Forest,Conifer-Hardwood,UE
1132,13,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer,UN
1133,2,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,UE
1134,24,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Northern & Central Native Ruderal Forest,Conifer-Hardwood,UE
1135,3,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture
1136,19,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture
1137,2,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture
1138,4,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,UE
1139,2,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,UE
1140,2,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE
1141,16442,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse
1142,5,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Oak Barrens,Hardwood,B
1143,417,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse
1144,37,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Northeastern North American Temperate Forest Plantation,Conifer,UE
1145,9,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,B
1146,1240,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse
1147,1,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer,E
1148,13,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood,UN
1149,17,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,UN
1150,1,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE
1151,6,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer,UN
1152,1,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Northeastern North American Temperate Forest Plantation,Conifer,UE
1153,2,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Recently Logged-Tree Cover,Conifer,B
1154,18,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,C
1155,3,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,B
1156,7,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE
1157,3,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood,B
1158,2,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,B
1159,2,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,E
1160,1,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Recently Disturbed Other-Tree Cover,Conifer,D
1161,11,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Alkaline Fen,Riparian,A
1162,1099,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,UN
1163,1,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE
1164,7,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Disturbed Other-Tree Cover,Conifer,D
1165,4,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE
1166,1,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE
1167,5,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,UE
1168,1,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE
1169,181,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer,UN
1170,2,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture
1171,2216,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse
1172,1,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE
1173,5,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Wheat,Agricultural,Agriculture
1174,63,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,C
1175,53,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture
1176,9,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,UN
1177,4,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Wheat,Agricultural,Agriculture
1178,6,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,UN
1179,14,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Hardwood Forest,Hardwood,UN
1180,1,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Shrub Swamp,Riparian,A
1181,2,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,B
1182,86,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Northeastern North American Temperate Forest Plantation,Conifer,UE
1183,42,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian Oak Barrens,Hardwood,D
1184,17,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian Pine Barrens,Conifer,UN
1185,5,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,A
1186,3,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Row Crop,Agricultural,Agriculture
1187,8,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Orchard,Agricultural,Agriculture
1188,1,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Disturbed Other-Herb and Grass Cover,Grassland,UN
1189,1,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture
1190,1,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Oak Forest,Hardwood,UN
1191,2,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Developed-Medium Intensity,Developed-Medium Intensity,Urban
1192,1,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,B
1193,1,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,UN
1194,8,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Freshwater Marsh,Riparian,UN
1195,1,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,UN
1196,4,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Wet Meadow,Riparian,UN
1197,1,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Shrub Swamp,Riparian,UN
1198,8,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Urban Mixed Forest,Developed,Urban
1199,1,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Recently Disturbed Other-Tree Cover,Conifer,D
1200,1,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,C
1201,1,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE
1202,2,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Recently Disturbed Other-Herb and Grass Cover,Grassland,A
1203,1,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE
1204,1313,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse
1205,2,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,UE
1206,1,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,A
1207,104,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Burned-Herb and Grass Cover,Grassland,B
1208,138,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Recently Burned-Herb and Grass Cover,Grassland,A
1209,112,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Recently Burned-Herb and Grass Cover,Grassland,A
1210,2,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Northeastern North American Temperate Forest Plantation,Conifer,UE
1211,2,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Recently Burned-Herb and Grass Cover,Grassland,A
1212,2,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Burned-Shrub Cover,Shrubland,A
1213,1,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Burned-Herb and Grass Cover,Grassland,E
1214,1,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,B
1215,1,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Northern Oak Forest,Hardwood,UN
1216,1,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Row Crop,Agricultural,Agriculture
1217,1,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Recently Disturbed Other-Herb and Grass Cover,Grassland,A
1218,1,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Floodplain Shrubland,Riparian,A
1219,6,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Wet Meadow,Riparian,A
1220,1,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Shrub Swamp,Riparian,A
1221,7,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,C
1222,1,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Recently Burned-Tree Cover,Conifer,D
1223,1,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,B
1224,10,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse
1225,1,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,B
1226,1,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Recently Disturbed Other-Tree Cover,Conifer,C
1227,1,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,A
1228,3,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Northern Oak Forest,Hardwood,UN
1229,12,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,B
1230,17,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Recently Logged-Tree Cover,Conifer,C
1231,3,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Boreal-Laurentian Bog,Riparian,A
1232,1,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,UN
1233,2,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,UE
1234,1,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Urban Shrubland,Developed,Urban
1235,2,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,B
1236,5,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,B
1237,5,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,C
1238,1,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Disturbed Other-Shrub Cover,Shrubland,UN
1239,1,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,UN
1240,12,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,B
1241,1,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,C
1242,6,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,A
1243,52,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture
1244,2,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forest,Developed,UE
1245,2,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,UN
1246,1,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,D
1247,4,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,D
1248,2,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,D
1249,45,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Northern & Central Native Ruderal Forest,Conifer-Hardwood,UE
1250,1,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,UN
1251,1,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,UN
1252,4,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Row Crop,Agricultural,Agriculture
1253,1,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Row Crop,Agricultural,Agriculture
